employee_id,job_title,department,location,salary,hire_date,termination_date,is_active,absence_days,sick_days,vacation_days_taken,bank_hours,overtime_hours,tardiness_count,gender,marital_status,number_of_dependents,education_level,performance_rating,bonus_percentage,shift,contract_type,cost_center,compliance_status,health_plan,email,tenure_years,probation_completed,manager_id,last_promotion_date,last_training_date
EMP_06165,Engenheiro de Dados,Financeiro,Rio de Janeiro,9158.88,2011-08-19,,True,3,3,16,102,32,6,Female,Married,0,Masters,2,14.07,Morning,Permanent,CC036,Non-Compliant,Basic,emp_06165@company.com,13.87,True,EMP_00304,,
EMP_06166,Engenheiro de Dados,Jurídico,Fortaleza,4776.48,2024-07-23,2024-11-24,False,1,3,20,-91,78,3,Male,Married,1,Bachelors,5,9.62,Night,Permanent,CC034,Compliant,Premium,emp_06166@company.com,0.94,True,EMP_00663,,
EMP_06167,Engenheiro de Dados,Jurídico,Salvador,8271.9,2012-04-28,,True,2,7,14,184,46,6,Male,Single,0,Bachelors,5,12.68,Afternoon,Permanent,CC049,Compliant,Basic,emp_06167@company.com,13.18,True,EMP_00154,,2025-02-14
EMP_06168,Analista Financeiro,Jurídico,São Paulo,5692.0,2018-01-12,,True,3,1,14,2,9,6,Male,Married,1,High School,2,14.4,Morning,Contractor,CC022,Compliant,Standard,emp_06168@company.com,7.47,True,EMP_00857,,2024-07-09
EMP_06169,Consultor de BI,Vendas,Fortaleza,5676.09,2011-05-04,,True,2,1,10,27,24,3,Female,Married,2,High School,5,6.34,Morning,Temporary,CC047,Compliant,Premium,emp_06169@company.com,14.17,True,EMP_00235,,2024-08-10
EMP_06170,Gerente de RH,Recursos Humanos,Porto Alegre,6876.83,2023-12-20,,True,0,1,10,113,94,8,Male,Married,1,High School,1,8.16,Morning,Permanent,CC031,Compliant,Basic,emp_06170@company.com,1.53,True,EMP_00322,,
EMP_06171,Engenheiro de Dados,TI,Curitiba,4232.0,2018-03-14,,True,2,2,18,43,40,3,Female,Divorced,0,Bachelors,1,9.87,Morning,Permanent,CC026,Compliant,Premium,emp_06171@company.com,7.3,True,EMP_00293,2023-02-10,
EMP_06172,Coordenador de TI,Operações,Salvador,6264.99,2016-06-28,,True,0,2,18,38,58,3,Male,Married,1,High School,3,11.22,Morning,Permanent,CC012,Compliant,Basic,emp_06172@company.com,9.01,True,EMP_00681,,
EMP_06173,Estagiário,TI,Porto Alegre,5237.02,2023-08-05,,True,1,1,15,43,0,3,Female,Single,0,Masters,4,11.79,Morning,Permanent,CC036,Compliant,Standard,emp_06173@company.com,1.9,True,EMP_00340,,
EMP_06174,Estagiário,Operações,Rio de Janeiro,3359.01,2013-11-30,,True,0,5,19,-80,96,5,Female,Widowed,2,High School,5,12.74,Afternoon,Permanent,CC003,Compliant,Standard,emp_06174@company.com,11.59,True,EMP_00347,,2023-07-31
EMP_06175,Consultor de BI,Marketing,Fortaleza,6674.96,2013-05-13,,True,3,3,11,-11,94,1,Male,Divorced,0,High School,3,9.94,Morning,Permanent,CC013,Compliant,Basic,emp_06175@company.com,12.14,True,EMP_00535,,2024-03-12
EMP_06176,Diretor de Operações,Recursos Humanos,São Paulo,5473.38,2010-11-17,,True,1,2,15,-100,3,3,Female,Widowed,1,High School,3,20.89,Afternoon,Permanent,CC020,Compliant,Premium,emp_06176@company.com,14.63,True,EMP_00299,,
EMP_06177,Diretor de Operações,Recursos Humanos,Belo Horizonte,5685.95,2020-06-23,,True,2,3,17,-54,82,2,Female,Single,2,Bachelors,2,6.8,Afternoon,Permanent,CC018,Compliant,Basic,emp_06177@company.com,5.02,True,EMP_00657,2023-08-29,2025-06-02
EMP_06178,Auxiliar Administrativo,Vendas,Curitiba,3579.68,2024-05-14,,True,1,3,20,-18,84,4,Male,Divorced,0,Bachelors,4,6.36,Afternoon,Temporary,CC020,Compliant,Premium,emp_06178@company.com,1.13,True,EMP_00379,2025-06-30,2024-12-19
EMP_06179,Auxiliar Administrativo,TI,Salvador,9182.8,2012-07-25,,True,0,2,11,117,13,7,Female,Married,2,High School,3,0.0,Morning,Temporary,CC049,Compliant,Standard,emp_06179@company.com,12.94,True,EMP_00105,,2024-08-18
EMP_06180,Engenheiro de Dados,Jurídico,Rio de Janeiro,7753.43,2015-11-18,,True,1,2,15,37,14,8,Male,Widowed,1,Bachelors,3,0.0,Afternoon,Permanent,CC020,Compliant,Basic,emp_06180@company.com,9.62,True,EMP_00243,,
EMP_06181,Engenheiro de Dados,Operações,São Paulo,7928.31,2014-05-24,,True,0,2,11,-74,39,9,Female,Divorced,4,Bachelors,1,17.53,Morning,Contractor,CC043,Non-Compliant,Standard,emp_06181@company.com,11.11,True,EMP_00628,,2024-11-13
EMP_06182,Engenheiro de Dados,Operações,Fortaleza,5389.11,2015-07-26,,True,1,6,7,42,57,9,Male,Widowed,1,Bachelors,3,4.52,Night,Permanent,CC039,Non-Compliant,Basic,emp_06182@company.com,9.94,True,EMP_00143,,
EMP_06183,Engenheiro de Dados,TI,São Paulo,2541.63,2022-02-09,,True,3,1,25,145,84,3,Male,Married,0,Masters,4,11.14,Morning,Permanent,CC011,Compliant,Standard,emp_06183@company.com,3.39,True,EMP_00075,2024-10-07,
EMP_06184,Analista de Dados,Financeiro,Fortaleza,9905.83,2010-08-30,2015-04-06,False,3,2,15,-17,0,1,Female,Widowed,1,High School,2,7.13,Afternoon,Permanent,CC048,Non-Compliant,Premium,emp_06184@company.com,14.84,True,EMP_00695,2011-11-15,2024-01-27
EMP_06185,Desenvolvedor Python,Vendas,São Paulo,5877.8,2015-09-24,,True,1,1,15,129,80,4,Female,Divorced,0,Bachelors,5,17.21,Morning,Permanent,CC018,Compliant,Basic,emp_06185@company.com,9.77,True,EMP_00376,,
EMP_06186,Engenheiro de Dados,Recursos Humanos,Curitiba,4502.4,2024-02-08,,True,2,4,23,15,97,9,Male,Single,0,Masters,2,10.63,Afternoon,Contractor,CC050,Compliant,Standard,emp_06186@company.com,1.39,True,EMP_00471,,
EMP_06187,Analista de Dados,Recursos Humanos,Belo Horizonte,6833.6,2024-12-25,,True,2,1,14,45,56,5,Male,Widowed,1,Bachelors,5,16.56,Morning,Permanent,CC029,Compliant,Premium,emp_06187@company.com,0.51,True,EMP_00661,,
EMP_06188,Estagiário,Jurídico,Fortaleza,8334.24,2012-01-20,,True,6,3,25,27,5,8,Female,Married,0,Masters,1,4.71,Morning,Permanent,CC020,Compliant,Standard,emp_06188@company.com,13.45,True,EMP_00109,2019-01-18,2023-10-15
EMP_06189,Analista de Dados,Financeiro,São Paulo,5953.9,2021-02-12,,True,3,2,13,19,93,1,Female,Widowed,1,Bachelors,3,0.0,Morning,Permanent,CC043,Compliant,Basic,emp_06189@company.com,4.38,True,EMP_00190,2024-03-11,2023-12-26
EMP_06190,Engenheiro de Dados,TI,Rio de Janeiro,8557.15,2013-12-28,,True,5,2,9,-69,14,6,Male,Widowed,0,High School,5,0.0,Morning,Permanent,CC032,Compliant,Premium,emp_06190@company.com,11.51,True,EMP_00185,,2025-04-13
EMP_06191,Coordenador de TI,Marketing,Porto Alegre,8166.0,2018-11-14,,True,0,4,11,92,39,1,Male,Widowed,1,PhD,5,8.82,Morning,Permanent,CC019,Compliant,Premium,emp_06191@company.com,6.63,True,EMP_00714,2024-07-23,2024-02-18
EMP_06192,Auxiliar Administrativo,Financeiro,São Paulo,3847.24,2015-12-01,,True,3,4,7,19,24,3,Male,Widowed,0,Bachelors,2,4.41,Morning,Contractor,CC033,Compliant,Premium,emp_06192@company.com,9.59,True,EMP_00491,,2023-10-23
EMP_06193,Analista de Dados,Financeiro,Porto Alegre,4652.42,2017-04-26,,True,1,1,19,-22,20,6,Male,Widowed,0,High School,4,16.68,Afternoon,Permanent,CC002,Compliant,Standard,emp_06193@company.com,8.18,True,EMP_00975,2022-04-14,2025-03-10
EMP_06194,Coordenador de TI,Jurídico,Fortaleza,7915.07,2013-08-02,,True,0,2,14,67,19,5,Female,Divorced,1,Bachelors,5,19.51,Morning,Permanent,CC040,Compliant,Basic,emp_06194@company.com,11.92,True,EMP_00744,,2023-08-20
EMP_06195,Consultor de BI,TI,São Paulo,1500.0,2014-04-19,2018-04-04,False,3,5,16,-88,77,3,Female,Divorced,2,Bachelors,5,0.24,Afternoon,Permanent,CC044,Compliant,Standard,emp_06195@company.com,11.21,True,EMP_00744,,2023-10-02
EMP_06196,Auxiliar Administrativo,Vendas,Belo Horizonte,5701.09,2018-05-31,,True,0,1,12,-33,7,6,Female,Single,1,Bachelors,4,10.3,Morning,Permanent,CC010,Compliant,Basic,emp_06196@company.com,7.09,True,EMP_00393,2024-03-17,
EMP_06197,Analista Financeiro,Operações,Porto Alegre,3138.34,2016-10-01,,True,1,4,17,-40,91,7,Female,Divorced,2,Masters,2,17.49,Morning,Permanent,CC003,Compliant,Premium,emp_06197@company.com,8.75,True,EMP_00938,,
EMP_06198,Analista Financeiro,Jurídico,São Paulo,5046.89,2021-09-22,2022-04-02,False,3,3,11,104,98,2,Male,Single,0,Bachelors,3,16.96,Morning,Contractor,CC008,Compliant,Basic,emp_06198@company.com,3.77,True,EMP_00085,,2023-09-18
EMP_06199,Estagiário,Financeiro,Rio de Janeiro,5402.36,2015-04-11,,True,1,1,6,159,9,5,Male,Married,1,Masters,1,11.17,Morning,Permanent,CC030,Compliant,Standard,emp_06199@company.com,10.23,True,EMP_00856,,
EMP_06200,Desenvolvedor Python,Jurídico,Belo Horizonte,5283.51,2022-06-11,,True,0,3,20,-73,60,3,Male,Widowed,3,Bachelors,3,9.93,Afternoon,Permanent,CC040,Compliant,Premium,emp_06200@company.com,3.05,True,EMP_00152,2025-03-22,2024-04-15
EMP_06201,Desenvolvedor Python,Marketing,Porto Alegre,4895.48,2017-06-22,2019-11-26,False,3,3,13,73,50,11,Female,Married,1,Bachelors,4,12.56,Morning,Temporary,CC036,Compliant,Premium,emp_06201@company.com,8.03,True,EMP_00955,,
EMP_06202,Analista Financeiro,Marketing,Porto Alegre,3805.71,2012-09-04,,True,0,7,19,138,92,3,Male,Divorced,0,Bachelors,1,10.24,Morning,Permanent,CC024,Compliant,Basic,emp_06202@company.com,12.83,True,EMP_00863,,
EMP_06203,Engenheiro de Dados,Financeiro,Rio de Janeiro,10583.82,2023-04-12,2023-05-15,False,1,3,9,148,16,6,Female,Single,0,Bachelors,2,1.09,Morning,Temporary,CC011,Compliant,Basic,emp_06203@company.com,2.22,True,EMP_00526,2024-09-18,2023-07-28
EMP_06204,Desenvolvedor Python,TI,Rio de Janeiro,9734.92,2013-07-22,,True,2,2,13,194,8,5,Male,Married,0,High School,3,8.57,Morning,Permanent,CC004,Compliant,Standard,emp_06204@company.com,11.95,True,EMP_00018,,2024-02-19
EMP_06205,Auxiliar Administrativo,Jurídico,Rio de Janeiro,3675.87,2023-09-14,2023-11-21,False,2,3,17,76,100,2,Male,Single,2,Bachelors,4,0.0,Morning,Permanent,CC014,Non-Compliant,Premium,emp_06205@company.com,1.79,True,EMP_00803,,2023-11-11
EMP_06206,Gerente de RH,Marketing,Porto Alegre,9164.23,2010-01-23,2019-08-14,False,5,2,22,-10,27,3,Male,Single,1,Bachelors,2,5.84,Morning,Permanent,CC014,Compliant,Premium,emp_06206@company.com,15.44,True,EMP_00448,2016-06-11,2023-12-13
EMP_06207,Consultor de BI,Marketing,Curitiba,5201.07,2018-08-04,,True,3,6,16,74,27,8,Male,Widowed,2,Bachelors,2,4.25,Afternoon,Permanent,CC013,Compliant,Standard,emp_06207@company.com,6.91,True,EMP_00318,,2024-05-06
EMP_06208,Desenvolvedor Python,Operações,Fortaleza,6258.37,2013-01-14,2016-03-30,False,4,2,14,193,92,3,Male,Single,0,High School,4,6.38,Morning,Permanent,CC002,Compliant,Basic,emp_06208@company.com,12.47,True,EMP_00602,2015-04-29,2024-06-25
EMP_06209,Estagiário,Vendas,Porto Alegre,5873.45,2018-02-27,,True,0,5,22,40,50,6,Male,Married,1,High School,1,14.05,Morning,Permanent,CC033,Compliant,Premium,emp_06209@company.com,7.34,True,EMP_00204,2022-05-12,2025-02-20
EMP_06210,Coordenador de TI,Recursos Humanos,Salvador,4680.5,2020-12-30,,True,3,3,12,156,8,2,Male,Widowed,0,Masters,2,10.44,Morning,Permanent,CC009,Compliant,Standard,emp_06210@company.com,4.5,True,EMP_00953,,2025-06-02
EMP_06211,Analista de Dados,Operações,São Paulo,7967.7,2024-04-03,,True,0,3,8,81,56,5,Male,Divorced,0,Masters,1,11.31,Morning,Permanent,CC022,Compliant,Basic,emp_06211@company.com,1.24,True,EMP_00642,2025-04-04,2023-07-21
EMP_06212,Desenvolvedor Python,Vendas,São Paulo,6251.77,2022-02-10,,True,2,2,22,20,53,6,Female,Married,1,Bachelors,5,5.14,Morning,Permanent,CC019,Non-Compliant,Premium,emp_06212@company.com,3.39,True,EMP_00870,,2025-01-02
EMP_06213,Desenvolvedor Python,Operações,Curitiba,5046.9,2015-05-31,,True,3,4,18,-98,78,5,Male,Single,1,Bachelors,2,15.9,Morning,Permanent,CC029,Compliant,Basic,emp_06213@company.com,10.09,True,EMP_00096,2022-02-11,2023-11-23
EMP_06214,Coordenador de TI,Recursos Humanos,Salvador,3390.82,2018-03-27,,True,2,1,11,47,69,6,Female,Married,5,Bachelors,4,8.42,Night,Contractor,CC029,Compliant,Premium,emp_06214@company.com,7.27,True,EMP_00633,,
EMP_06215,Analista Financeiro,Marketing,Fortaleza,4212.81,2013-03-08,,True,4,1,12,56,52,5,Female,Divorced,1,Bachelors,4,2.57,Morning,Permanent,CC033,Compliant,Standard,emp_06215@company.com,12.32,True,EMP_00486,2025-05-07,
EMP_06216,Consultor de BI,TI,Rio de Janeiro,2717.24,2016-04-01,,True,0,4,11,186,88,6,Male,Divorced,1,Masters,3,15.73,Morning,Contractor,CC002,Compliant,Basic,emp_06216@company.com,9.25,True,EMP_00065,,2024-10-19
EMP_06217,Coordenador de TI,Vendas,Belo Horizonte,6024.45,2012-02-13,,True,1,3,12,-33,77,3,Male,Divorced,1,Bachelors,3,8.52,Morning,Permanent,CC003,Compliant,Premium,emp_06217@company.com,13.39,True,EMP_00911,,2023-12-24
EMP_06218,Coordenador de TI,Financeiro,Salvador,3606.67,2012-05-23,,True,2,2,23,186,30,8,Female,Widowed,1,High School,2,15.61,Afternoon,Permanent,CC026,Compliant,Standard,emp_06218@company.com,13.11,True,EMP_00267,,2024-04-18
EMP_06219,Desenvolvedor Python,Marketing,Porto Alegre,5468.88,2018-05-08,,True,5,2,14,176,6,3,Female,Widowed,0,Masters,4,13.97,Afternoon,Permanent,CC017,Compliant,Basic,emp_06219@company.com,7.15,True,EMP_00903,,2025-02-13
EMP_06220,Analista de Dados,Jurídico,Belo Horizonte,8740.2,2012-10-06,,True,7,3,11,191,42,10,Female,Married,2,Bachelors,4,2.31,Morning,Permanent,CC003,Compliant,Basic,emp_06220@company.com,12.74,True,EMP_00023,2018-01-10,
EMP_06221,Diretor de Operações,Vendas,Salvador,8398.6,2014-10-11,,True,2,2,13,135,38,5,Male,Single,1,Bachelors,3,17.14,Morning,Permanent,CC013,Compliant,Standard,emp_06221@company.com,10.73,True,EMP_00704,,
EMP_06222,Engenheiro de Dados,Jurídico,São Paulo,5935.45,2016-03-25,,True,1,1,19,60,51,5,Male,Single,0,Bachelors,5,9.04,Morning,Permanent,CC041,Compliant,Standard,emp_06222@company.com,9.27,True,EMP_00800,,2024-03-16
EMP_06223,Engenheiro de Dados,Recursos Humanos,São Paulo,5825.83,2014-09-17,,True,2,5,15,112,9,10,Male,Married,1,Bachelors,3,13.9,Morning,Temporary,CC003,Compliant,Premium,emp_06223@company.com,10.79,True,EMP_00125,,
EMP_06224,Consultor de BI,Jurídico,Salvador,9759.75,2010-03-23,,True,0,3,20,76,78,0,Male,Single,2,Bachelors,5,8.75,Morning,Permanent,CC006,Compliant,Premium,emp_06224@company.com,15.28,True,EMP_00721,,2023-07-02
EMP_06225,Consultor de BI,Jurídico,Fortaleza,7041.51,2011-11-04,,True,4,3,16,185,0,9,Female,Widowed,0,Masters,3,7.76,Morning,Permanent,CC018,Compliant,Standard,emp_06225@company.com,13.66,True,EMP_00052,,
EMP_06226,Auxiliar Administrativo,Vendas,Salvador,5344.39,2016-02-15,,True,1,3,16,-53,17,5,Female,Divorced,0,High School,2,7.19,Morning,Permanent,CC045,Non-Compliant,Premium,emp_06226@company.com,9.38,True,EMP_00564,2025-05-29,2023-10-26
EMP_06227,Coordenador de TI,Recursos Humanos,Curitiba,3147.96,2021-04-06,,True,2,5,11,75,48,6,Female,Widowed,0,Bachelors,3,19.0,Morning,Permanent,CC029,Non-Compliant,Basic,emp_06227@company.com,4.24,True,EMP_00119,,
EMP_06228,Engenheiro de Dados,TI,Rio de Janeiro,6787.75,2012-10-27,2014-01-06,False,1,2,8,3,83,5,Male,Married,0,Masters,5,9.42,Morning,Permanent,CC036,Non-Compliant,Premium,emp_06228@company.com,12.68,True,EMP_00533,,2024-07-14
EMP_06229,Desenvolvedor Python,TI,Porto Alegre,7658.65,2024-10-18,,True,3,5,15,-27,38,9,Male,Single,0,Masters,1,6.88,Morning,Permanent,CC020,Compliant,Standard,emp_06229@company.com,0.7,True,EMP_00277,,
EMP_06230,Analista de Dados,Operações,Rio de Janeiro,4736.7,2013-05-05,,True,0,3,13,-68,16,8,Male,Divorced,1,Bachelors,5,4.17,Morning,Permanent,CC048,Compliant,Standard,emp_06230@company.com,12.16,True,EMP_00918,,2023-07-04
EMP_06231,Estagiário,Financeiro,Porto Alegre,6582.41,2022-04-23,,True,1,1,15,-64,61,5,Female,Divorced,0,High School,3,3.97,Morning,Permanent,CC044,Compliant,Basic,emp_06231@company.com,3.19,True,EMP_00406,,
EMP_06232,Auxiliar Administrativo,TI,Rio de Janeiro,5272.85,2023-03-24,,True,2,3,17,181,5,4,Male,Single,2,Bachelors,2,4.1,Afternoon,Permanent,CC014,Compliant,Basic,emp_06232@company.com,2.27,True,EMP_00486,2024-11-07,
EMP_06233,Coordenador de TI,TI,Belo Horizonte,5631.94,2018-04-01,2024-08-07,False,3,1,14,23,35,4,Female,Widowed,0,Bachelors,3,9.47,Night,Permanent,CC005,Compliant,Standard,emp_06233@company.com,7.25,True,EMP_00406,,
EMP_06234,Consultor de BI,Recursos Humanos,Curitiba,1500.0,2010-03-15,,True,2,2,9,176,96,2,Male,Widowed,1,Bachelors,1,6.73,Afternoon,Permanent,CC013,Compliant,Standard,emp_06234@company.com,15.3,True,EMP_00475,,
EMP_06235,Consultor de BI,TI,Curitiba,5556.44,2021-03-18,2023-03-24,False,3,2,17,24,13,3,Female,Single,0,Bachelors,1,7.72,Morning,Permanent,CC008,Compliant,Basic,emp_06235@company.com,4.29,True,EMP_00540,,2023-08-13
EMP_06236,Analista de Dados,Jurídico,Fortaleza,7938.74,2011-02-17,,True,3,1,15,55,82,9,Male,Divorced,1,High School,4,6.71,Morning,Permanent,CC006,Compliant,Basic,emp_06236@company.com,14.38,True,EMP_00923,,
EMP_06237,Consultor de BI,Vendas,São Paulo,4737.19,2011-02-17,2020-04-07,False,0,2,18,87,3,5,Male,Married,0,Bachelors,4,11.63,Morning,Permanent,CC022,Compliant,Basic,emp_06237@company.com,14.38,True,EMP_00657,2013-10-24,
EMP_06238,Analista Financeiro,TI,Rio de Janeiro,6105.05,2024-01-23,,True,2,3,10,-62,83,6,Male,Divorced,1,High School,5,10.54,Afternoon,Permanent,CC038,Compliant,Basic,emp_06238@company.com,1.44,True,EMP_00754,2025-02-25,
EMP_06239,Analista de Dados,TI,Curitiba,4488.1,2010-09-17,,True,1,0,16,-24,39,7,Female,Widowed,2,Bachelors,3,8.03,Morning,Permanent,CC027,Compliant,Standard,emp_06239@company.com,14.79,True,EMP_00709,,2024-05-02
EMP_06240,Analista de Dados,Operações,Curitiba,6720.88,2012-12-24,,True,1,4,16,-95,17,5,Male,Divorced,0,High School,2,0.0,Morning,Permanent,CC047,Compliant,Standard,emp_06240@company.com,12.52,True,EMP_00019,,2025-04-18
EMP_06241,Diretor de Operações,Marketing,Rio de Janeiro,5566.95,2024-03-19,,True,2,4,11,127,15,4,Male,Divorced,1,Bachelors,5,15.64,Afternoon,Temporary,CC008,Compliant,Standard,emp_06241@company.com,1.28,True,EMP_00211,2025-05-06,2023-09-28
EMP_06242,Coordenador de TI,Marketing,Salvador,4121.52,2012-09-14,2024-11-02,False,0,5,15,-39,1,7,Male,Divorced,1,Bachelors,4,10.71,Night,Permanent,CC029,Compliant,Premium,emp_06242@company.com,12.8,True,EMP_00855,2016-03-29,
EMP_06243,Desenvolvedor Python,Jurídico,São Paulo,8665.1,2022-12-20,,True,1,1,20,-85,43,2,Male,Single,1,Bachelors,5,10.07,Morning,Permanent,CC002,Non-Compliant,Basic,emp_06243@company.com,2.53,True,EMP_00725,2024-08-31,2024-12-11
EMP_06244,Auxiliar Administrativo,Financeiro,Porto Alegre,7857.86,2022-08-07,,True,2,0,11,57,16,2,Other,Married,2,Masters,5,5.81,Afternoon,Contractor,CC043,Non-Compliant,Basic,emp_06244@company.com,2.9,True,EMP_00492,,
EMP_06245,Auxiliar Administrativo,Financeiro,Belo Horizonte,4790.19,2013-02-28,,True,3,3,19,160,95,11,Male,Married,0,Bachelors,4,4.49,Morning,Permanent,CC045,Compliant,Premium,emp_06245@company.com,12.34,True,EMP_00234,,2024-07-16
EMP_06246,Gerente de RH,Jurídico,São Paulo,6995.58,2017-09-02,,True,2,1,16,53,30,5,Male,Divorced,2,High School,4,14.74,Afternoon,Permanent,CC023,Compliant,Standard,emp_06246@company.com,7.83,True,EMP_00939,,2025-06-18
EMP_06247,Estagiário,Jurídico,Rio de Janeiro,7074.82,2010-03-07,2024-11-25,False,2,5,16,45,100,7,Female,Divorced,3,Masters,3,9.58,Afternoon,Permanent,CC032,Compliant,Basic,emp_06247@company.com,15.33,True,EMP_00031,2022-01-05,2024-01-06
EMP_06248,Analista Financeiro,Operações,Curitiba,7284.6,2013-10-12,2022-12-12,False,3,0,13,-69,69,3,Male,Divorced,1,High School,2,15.84,Afternoon,Permanent,CC002,Compliant,Basic,emp_06248@company.com,11.72,True,EMP_00992,2017-03-02,
EMP_06249,Diretor de Operações,TI,Porto Alegre,2611.49,2012-05-27,2019-03-26,False,2,0,12,-8,60,12,Female,Divorced,2,High School,2,9.33,Morning,Temporary,CC001,Non-Compliant,Standard,emp_06249@company.com,13.1,True,EMP_00189,2022-03-25,2025-04-27
EMP_06250,Estagiário,Marketing,São Paulo,8013.21,2019-02-28,,True,1,4,14,92,20,5,Female,Widowed,1,Bachelors,5,14.75,Morning,Permanent,CC042,Compliant,Basic,emp_06250@company.com,6.34,True,EMP_00053,2021-11-13,2024-01-08
EMP_06251,Engenheiro de Dados,Operações,Fortaleza,4860.6,2024-04-22,,True,5,3,19,170,41,4,Female,Married,0,High School,5,9.46,Morning,Permanent,CC022,Compliant,Standard,emp_06251@company.com,1.19,True,EMP_00531,,
EMP_06252,Analista de Dados,Operações,Porto Alegre,5284.34,2012-11-28,,True,1,2,24,139,54,3,Female,Widowed,0,Bachelors,4,7.13,Morning,Permanent,CC019,Compliant,Standard,emp_06252@company.com,12.59,True,EMP_00141,,2024-12-01
EMP_06253,Analista Financeiro,Financeiro,Belo Horizonte,11275.76,2022-07-20,,True,1,2,12,12,44,4,Female,Married,1,High School,3,10.35,Morning,Permanent,CC007,Compliant,Basic,emp_06253@company.com,2.95,True,EMP_00685,,
EMP_06254,Gerente de RH,Financeiro,Fortaleza,6603.75,2013-02-18,,True,3,3,16,24,74,3,Female,Married,0,High School,5,6.91,Morning,Permanent,CC013,Non-Compliant,Basic,emp_06254@company.com,12.37,True,EMP_00450,,2024-04-09
EMP_06255,Analista Financeiro,Recursos Humanos,São Paulo,5227.36,2022-11-05,2023-02-27,False,3,4,18,163,48,4,Male,Single,0,Bachelors,3,13.12,Night,Permanent,CC041,Compliant,Standard,emp_06255@company.com,2.65,True,EMP_00524,,2024-12-08
EMP_06256,Analista de Dados,TI,Belo Horizonte,1589.41,2017-09-23,,True,2,4,12,82,60,4,Female,Widowed,1,Bachelors,3,12.86,Morning,Temporary,CC009,Compliant,Basic,emp_06256@company.com,7.77,True,EMP_00414,,2023-08-08
EMP_06257,Engenheiro de Dados,Financeiro,Salvador,8779.53,2023-10-26,,True,0,5,10,41,95,3,Female,Divorced,2,High School,2,7.7,Afternoon,Permanent,CC007,Non-Compliant,Basic,emp_06257@company.com,1.68,True,EMP_00780,,
EMP_06258,Desenvolvedor Python,Marketing,Porto Alegre,3309.58,2021-07-09,2022-06-17,False,1,3,7,-97,20,4,Male,Widowed,0,High School,4,14.7,Night,Permanent,CC036,Compliant,Standard,emp_06258@company.com,3.98,True,EMP_00968,2022-07-21,2024-09-26
EMP_06259,Analista de Dados,Marketing,Curitiba,3993.12,2013-11-25,,True,0,4,13,-42,98,4,Female,Married,1,Bachelors,4,9.04,Morning,Permanent,CC039,Compliant,Basic,emp_06259@company.com,11.6,True,EMP_00995,,
EMP_06260,Engenheiro de Dados,Operações,Salvador,5337.3,2017-03-12,,True,1,3,19,-92,77,7,Male,Single,1,Bachelors,2,11.3,Afternoon,Permanent,CC007,Non-Compliant,Standard,emp_06260@company.com,8.31,True,EMP_00754,2022-02-28,
EMP_06261,Desenvolvedor Python,Financeiro,Belo Horizonte,8832.82,2012-06-10,,True,1,1,15,2,30,10,Female,Widowed,1,Bachelors,2,8.76,Morning,Contractor,CC009,Compliant,Standard,emp_06261@company.com,13.06,True,EMP_00693,2021-04-13,2025-01-01
EMP_06262,Estagiário,TI,Rio de Janeiro,7546.48,2012-01-04,,True,0,6,15,177,69,9,Male,Widowed,1,High School,5,4.43,Morning,Permanent,CC017,Compliant,Premium,emp_06262@company.com,13.5,True,EMP_00270,,2024-06-01
EMP_06263,Auxiliar Administrativo,Recursos Humanos,Porto Alegre,5684.32,2010-01-01,,True,0,1,21,-97,9,9,Female,Widowed,1,Bachelors,5,4.45,Morning,Permanent,CC003,Compliant,Standard,emp_06263@company.com,15.5,True,EMP_00798,2018-12-14,2025-01-28
EMP_06264,Coordenador de TI,Marketing,Curitiba,6616.58,2023-04-17,2024-12-30,False,3,4,13,117,44,8,Female,Married,3,Bachelors,4,14.36,Afternoon,Permanent,CC036,Compliant,Basic,emp_06264@company.com,2.21,True,EMP_00161,2024-11-22,2025-04-01
EMP_06265,Diretor de Operações,Recursos Humanos,Fortaleza,4799.23,2024-10-24,,True,2,1,10,55,40,7,Female,Widowed,1,High School,2,5.4,Morning,Permanent,CC047,Compliant,Standard,emp_06265@company.com,0.68,True,EMP_00142,,2024-08-04
EMP_06266,Estagiário,Financeiro,Curitiba,6279.31,2022-04-24,,True,2,1,16,-30,54,9,Male,Widowed,1,Bachelors,1,17.69,Afternoon,Permanent,CC039,Compliant,Standard,emp_06266@company.com,3.19,True,EMP_00686,2024-10-01,2024-10-22
EMP_06267,Gerente de RH,Operações,Rio de Janeiro,6146.67,2020-01-12,,True,2,0,16,11,96,4,Female,Widowed,0,Bachelors,1,16.64,Morning,Permanent,CC015,Compliant,Basic,emp_06267@company.com,5.47,True,EMP_00951,,2025-03-09
EMP_06268,Desenvolvedor Python,Vendas,São Paulo,7937.54,2023-04-08,,True,5,5,15,-32,57,5,Female,Divorced,0,Bachelors,2,10.28,Night,Permanent,CC050,Compliant,Basic,emp_06268@company.com,2.23,True,EMP_00049,2024-12-12,
EMP_06269,Analista Financeiro,TI,Salvador,7934.36,2023-10-26,,True,4,1,14,-56,64,4,Female,Single,1,Bachelors,5,7.18,Afternoon,Permanent,CC039,Compliant,Basic,emp_06269@company.com,1.68,True,EMP_00934,2025-05-09,2024-01-09
